球団名,No.,投手,生年月日,身長,体重,投,打,備考,ポジション,区分,更新日,背番号,1軍
東北楽天ゴールデンイーグルス,51,小郷 裕哉,1996.08.03,178,85,右,左,,外野手,支配下,2026/4/7,51,
東北楽天ゴールデンイーグルス,78,吉野 創士,2003.10.27,186,78,右,右,,外野手,支配下,2026/4/7,78,
東北楽天ゴールデンイーグルス,29,德山 一翔,2002.04.11,177,87,左,左,,投手,育成,2026/4/7,029,
東北楽天ゴールデンイーグルス,61,松田 啄磨,2002.02.26,186,74,右,右,,投手,育成,2026/4/7,061,
東北楽天ゴールデンイーグルス,133,中沢 匠磨,2003.08.06,183,80,右,左,,投手,育成,2026/4/7,133,
東北楽天ゴールデンイーグルス,197,蕭 齊,2006.01.04,197,98,右,右,,投手,育成,2026/4/7,197,
東北楽天ゴールデンイーグルス,22,水上 桂,2001.07.05,172,75,右,右,,捕手,育成,2026/4/7,022,
東北楽天ゴールデンイーグルス,122,島原 大河,2002.02.22,183,93,右,左,,捕手,育成,2026/4/7,122,
東北楽天ゴールデンイーグルス,132,岸本 佑也,2007.01.30,180,74,右,右,,内野手,育成,2026/4/7,132,
東北楽天ゴールデンイーグルス,79,前田 銀治,2003.11.19,182,98,右,右,,外野手,育成,2026/4/7,079,
東北楽天ゴールデンイーグルス,126,幌村 黛汰,2004.08.08,177,74,右,左,,外野手,育成,2026/4/7,126,
東北楽天ゴールデンイーグルス,129,大坪 梓恩,2004.02.02,190,110,右,右,,外野手,育成,2026/4/7,129,
千葉ロッテマリーンズ,11,カスティーヨ,1996.01.10,198,114,左,左,1/30 支配下選手登録,投手,支配下,2026/4/7,11,TRUE
千葉ロッテマリーンズ,13,毛利 海大,2003.09.14,177,77,左,左,,投手,支配下,2026/4/7,13,
千葉ロッテマリーンズ,14,小島 和哉,1996.07.07,178,85,左,左,,投手,支配下,2026/4/7,14,TRUE
千葉ロッテマリーンズ,15,横山 陸人,2001.08.05,180,90,右,右,,投手,支配下,2026/4/7,15,TRUE
千葉ロッテマリーンズ,16,種市 篤暉,1998.09.07,183,88,右,右,,投手,支配下,2026/4/7,16,
千葉ロッテマリーンズ,18,石垣 元気,2007.08.16,180,78,右,左右,,投手,支配下,2026/4/7,18,
千葉ロッテマリーンズ,19,唐川 侑己,1989.07.05,181,90,右,右,,投手,支配下,2026/4/7,19,
千葉ロッテマリーンズ,21,石川 柊太,1991.12.27,185,88,右,右,,投手,支配下,2026/4/7,21,
千葉ロッテマリーンズ,24,東妻 勇輔,1996.04.04,172,80,右,右,,投手,支配下,2026/4/7,24,
千葉ロッテマリーンズ,28,菊地 吏玖,2000.06.13,183,93,右,左,,投手,支配下,2026/4/7,28,
千葉ロッテマリーンズ,29,西野 勇士,1991.03.06,183,90,右,右,,投手,支配下,2026/4/7,29,
千葉ロッテマリーンズ,30,廣畑 敦也,1997.12.03,175,83,右,右,,投手,支配下,2026/4/7,30,
千葉ロッテマリーンズ,31,大谷 輝龍,2000.07.11,180,81,右,右,,投手,支配下,2026/4/7,31,
千葉ロッテマリーンズ,33,八木 彬,1997.05.26,180,94,右,右,,投手,支配下,2026/4/7,33,TRUE
千葉ロッテマリーンズ,34,高野 脩汰,1998.08.13,184,88,左,左,,投手,支配下,2026/4/7,34,TRUE
千葉ロッテマリーンズ,35,田中 晴也,2004.06.06,186,92,右,左,,投手,支配下,2026/4/7,35,
千葉ロッテマリーンズ,36,坂本 光士郎,1994.09.09,179,80,左,左,,投手,支配下,2026/4/7,36,TRUE
千葉ロッテマリーンズ,37,小野 郁,1996.10.23,175,78,右,右,,投手,支配下,2026/4/7,37,TRUE
千葉ロッテマリーンズ,40,奥村 頼人,2007.09.08,179,83,左,左,,投手,支配下,2026/4/7,40,
千葉ロッテマリーンズ,41,一條 力真,2003.02.10,190,90,右,左,,投手,支配下,2026/4/7,41,
千葉ロッテマリーンズ,42,ジャクソン,1996.05.01,190,95,右,右,2/9 支配下選手登録,投手,支配下,2026/4/7,42,TRUE
千葉ロッテマリーンズ,46,冨士 隼斗,2002.03.10,180,86,右,右,,投手,支配下,2026/4/7,46,
千葉ロッテマリーンズ,47,鈴木 昭汰,1998.09.07,175,80,左,左,,投手,支配下,2026/4/7,47,TRUE
千葉ロッテマリーンズ,52,益田 直也,1989.10.25,179,80,右,右,,投手,支配下,2026/4/7,52,TRUE
千葉ロッテマリーンズ,53,木村 優人,2005.06.01,184,92,右,左,,投手,支配下,2026/4/7,53,
千葉ロッテマリーンズ,54,澤田 圭佑,1994.04.27,178,96,右,左,,投手,支配下,2026/4/7,54,TRUE
千葉ロッテマリーンズ,56,中森 俊介,2002.05.29,183,90,右,左,,投手,支配下,2026/4/7,56,TRUE
千葉ロッテマリーンズ,58,河村 説人,1997.06.18,192,87,右,右,,投手,支配下,2026/4/7,58,TRUE
千葉ロッテマリーンズ,59,早坂 響,2005.07.26,176,70,右,右,,投手,支配下,2026/4/7,59,
千葉ロッテマリーンズ,60,大聖,2002.01.29,178,98,右,左,,投手,支配下,2026/4/7,60,
千葉ロッテマリーンズ,62,坂井 遼,2006.05.08,178,78,右,右,,投手,支配下,2026/4/7,62,
千葉ロッテマリーンズ,64,廣池 康志郎,2002.09.16,185,85,右,左,,投手,支配下,2026/4/7,64,TRUE
千葉ロッテマリーンズ,66,宮﨑 颯,2000.06.14,180,93,左,左,,投手,支配下,2026/4/7,66,
千葉ロッテマリーンズ,73,ロング,1995.07.08,185,83,左,左,1/30 支配下選手登録,投手,支配下,2026/4/7,73,TRUE
千葉ロッテマリーンズ,91,吉川 悠斗,2005.03.14,185,92,左,左,,投手,支配下,2026/4/7,91,
千葉ロッテマリーンズ,2,松川 虎生,2003.10.20,178,98,右,右,,捕手,支配下,2026/4/7,2,TRUE
千葉ロッテマリーンズ,27,田村 龍弘,1994.05.13,172,81,右,右,,捕手,支配下,2026/4/7,27,
千葉ロッテマリーンズ,32,佐藤 都志也,1998.01.27,181,91,右,左,,捕手,支配下,2026/4/7,32,TRUE
千葉ロッテマリーンズ,45,植田 将太,1997.12.18,180,86,右,右,,捕手,支配下,2026/4/7,45,
千葉ロッテマリーンズ,65,寺地 隆成,2005.08.19,177,82,右,左,,捕手,支配下,2026/4/7,65,
千葉ロッテマリーンズ,69,岡村 了樹,2007.05.03,172,77,右,右,,捕手,支配下,2026/4/7,69,
千葉ロッテマリーンズ,0,池田 来翔,1999.12.11,180,95,右,右,,内野手,支配下,2026/4/7,0,TRUE
千葉ロッテマリーンズ,4,友杉 篤輝,2000.11.07,171,70,右,右,,内野手,支配下,2026/4/7,4,TRUE
千葉ロッテマリーンズ,5,安田 尚憲,1999.04.15,188,100,右,左,,内野手,支配下,2026/4/7,5,TRUE
千葉ロッテマリーンズ,7,藤岡 裕大,1993.08.08,178,86,右,左,,内野手,支配下,2026/4/7,7,
千葉ロッテマリーンズ,8,中村 奨吾,1992.05.28,180,86,右,右,,内野手,支配下,2026/4/7,8,
千葉ロッテマリーンズ,10,上田 希由翔,2001.08.12,183,96,右,左,,内野手,支配下,2026/4/7,10,TRUE
千葉ロッテマリーンズ,38,山﨑 剛,1995.12.29,173,74,右,左,6/5 育成選手から支配下選手へ移行,内野手,支配下,2026/4/7,38,
千葉ロッテマリーンズ,43,石垣 勝海,1998.09.21,181,88,右,右,,内野手,支配下,2026/4/7,43,
千葉ロッテマリーンズ,44,宮崎 竜成,2000.12.09,173,90,右,左,,内野手,支配下,2026/4/7,44,TRUE
千葉ロッテマリーンズ,49,立松 由宇,1999.02.05,177,82,右,左,,内野手,支配下,2026/4/7,49,
千葉ロッテマリーンズ,55,櫻井 ユウヤ,2007.06.30,180,90,右,右,,内野手,支配下,2026/4/7,55,
千葉ロッテマリーンズ,57,小川 龍成,1998.04.05,171,74,右,左,,内野手,支配下,2026/4/7,57,TRUE
千葉ロッテマリーンズ,67,茶谷 健太,1998.01.16,186,88,右,右,,内野手,支配下,2026/4/7,67,
千葉ロッテマリーンズ,99,ソト,1989.02.28,185,97,右,右,,内野手,支配下,2026/4/7,99,TRUE
千葉ロッテマリーンズ,0,髙部 瑛斗,1997.12.11,178,72,右,左,,外野手,支配下,2026/4/7,0,
千葉ロッテマリーンズ,1,藤原 恭大,2000.05.06,181,80,左,左,,外野手,支配下,2026/4/7,1,
千葉ロッテマリーンズ,3,角中 勝也,1987.05.25,180,85,右,左,,外野手,支配下,2026/4/7,3,
千葉ロッテマリーンズ,6,西川 史礁,2003.03.25,182,88,右,右,,外野手,支配下,2026/4/7,6,TRUE
千葉ロッテマリーンズ,22,ポランコ,1991.09.14,196,108,左,左,,外野手,支配下,2026/4/7,22,TRUE
千葉ロッテマリーンズ,23,石川 慎吾,1993.04.27,178,80,右,右,,外野手,支配下,2026/4/7,23,
千葉ロッテマリーンズ,25,岡 大海,1991.07.15,185,80,右,右,,外野手,支配下,2026/4/7,25,
千葉ロッテマリーンズ,39,井上 広大,2001.08.12,189,100,右,右,,外野手,支配下,2026/4/7,39,TRUE
千葉ロッテマリーンズ,50,愛斗,1997.04.06,177,92,右,右,,外野手,支配下,2026/4/7,50,TRUE
千葉ロッテマリーンズ,51,山口 航輝,2000.08.18,183,100,右,右,,外野手,支配下,2026/4/7,51,TRUE
千葉ロッテマリーンズ,61,山本 大斗,2002.08.09,180,88,右,右,,外野手,支配下,2026/4/7,61,TRUE
千葉ロッテマリーンズ,63,和田 康士朗,1999.01.14,185,77,左,左,,外野手,支配下,2026/4/7,63,TRUE
千葉ロッテマリーンズ,121,本前 郁也,1997.10.02,176,82,左,左,,投手,育成,2026/4/7,121,
千葉ロッテマリーンズ,122,森 遼大朗,1999.04.22,180,87,右,左,,投手,育成,2026/4/7,122,
千葉ロッテマリーンズ,123,秋山 正雲,2003.04.29,174,80,左,左,,投手,育成,2026/4/7,123,
千葉ロッテマリーンズ,124,中村 亮太,1998.05.18,183,85,右,右,,投手,育成,2026/4/7,124,
千葉ロッテマリーンズ,125,永島田 輝斗,2003.11.30,182,90,右,右,,投手,育成,2026/4/7,125,
千葉ロッテマリーンズ,126,中山 優人,2007.04.18,182,65,右,左,,投手,育成,2026/4/7,126,
千葉ロッテマリーンズ,127,髙橋 快秀,2005.12.21,178,82,右,右,,投手,育成,2026/4/7,127,
千葉ロッテマリーンズ,131,茨木 佑太,2006.05.09,187,93,右,右,,投手,育成,2026/4/7,131,
千葉ロッテマリーンズ,132,長島 幸佑,2002.07.05,187,92,右,右,,投手,育成,2026/4/7,132,
千葉ロッテマリーンズ,133,武内 涼太,2005.10.25,184,84,右,右,,投手,育成,2026/4/7,133,
千葉ロッテマリーンズ,139,ラドニー,2005.03.27,183,90,左,左,1/30 育成選手登録,投手,育成,2026/4/7,139,
千葉ロッテマリーンズ,137,富山 紘之進,2005.09.18,181,70,右,右,,捕手,育成,2026/4/7,137,
千葉ロッテマリーンズ,120,金田 優太,2005.02.12,183,83,右,左,,内野手,育成,2026/4/7,120,
千葉ロッテマリーンズ,129,勝又 琉偉,2004.10.07,188,78,右,右,,内野手,育成,2026/4/7,129,
千葉ロッテマリーンズ,130,谷村 剛,2006.09.15,177,85,右,左,,内野手,育成,2026/4/7,130,
千葉ロッテマリーンズ,134,松石 信八,2005.12.18,175,80,右,右,,内野手,育成,2026/4/7,134,
千葉ロッテマリーンズ,128,杉山 諒,2003.11.22,171,65,左,左,,外野手,育成,2026/4/7,128,
千葉ロッテマリーンズ,135,髙野 光海,2004.06.17,187,95,右,右,,外野手,育成,2026/4/7,135,
千葉ロッテマリーンズ,136,藤田 和樹,2005.11.04,185,82,右,左,,外野手,育成,2026/4/7,136,
千葉ロッテマリーンズ,140,アセベド,2002.08.02,195,104,右,右,1/30 育成選手登録,外野手,育成,2026/4/7,140,
